id,GLOBAL_SCORE
EK202310003556,131.75639826624553
EK202310170625,153.1309679110007
EK202310167359,156.22767415146717
EK202310118370,133.36589021681507
EK202320006361,158.77020715611093
EK202310003542,134.68483444073252
EK202310125266,137.86120342318415
EK202310144740,148.87101474576622
EK202310137443,126.33058104370517
EK202310159067,152.83357899367763
EK202310245067,131.19901846652095
EK202310240556,135.614363440625
EK202310166743,138.21667799673557
EK202310247454,134.9898835447255
EK202310215702,158.39201448298783
EK202310142190,166.03111907525425
EK202310205417,137.21564680709366
EK202310119601,127.76835196912239
EK202310190356,127.475730010685
EK202310158758,132.8771220498718
EK202310145496,140.73525542939245
EK202310164763,150.40432756650443
EK202310200188,129.11908335980107
EK202310238803,157.35917262318497
EK202320005607,176.8698673774843
EK202310225681,140.72258514930428
EK202310127174,130.54577145594516
EK202310204317,166.23362640177697
EK202310179355,134.99574110902904
EK202310176524,146.90621535953184
EK202310237228,133.50432143912042
EK202310172549,167.0197405702889
EK202310168863,130.8124438545712
EK202310185904,164.0016095090249
EK202310133615,156.82778972909358
EK202310122063,143.88334474190634
EK202310121770,150.55574336121197
EK202310125590,141.03315351751115
EK202310172269,139.49057860054324
EK202310147894,147.56213164261789
EK202310137986,146.0665232459546
EK202310150838,133.5820800834324
EK202310104915,138.36151087402584
EK202310170090,127.56884331909947
EK202310165637,137.94613317226936
EK202310134467,128.12106706321157
EK202310182637,155.43551590475204
EK202310112116,140.75316205654963
EK202310241220,154.24209717743818
EK202310103801,131.53631582270503
EK202310177448,128.44648590308714
EK202310157860,174.7246048067272
EK202310211985,137.2898194805605
EK202310232907,142.49346193358843
EK202310162917,145.5752244643144
EK202310211786,125.772427684131
EK202310132171,159.00510105763414
EK202310153694,151.40142737149088
EK202310174960,164.99470881652618
EK202310121096,139.71936750327043
EK202310222475,135.19022531103752
EK202310146254,147.1737931393584
EK202310111466,131.38815505523434
EK202310004385,147.22628831598513
EK202310108961,137.57692547622855
EK202310203170,136.1452327143251
EK202310161424,172.28341259800118
EK202310206583,136.26678039423058
EK202310138840,123.31587420315714
EK202310221976,141.0689353057055
EK202310143972,135.780302476781
EK202310175420,137.78395391168726
EK202310227655,134.42803752488388
EK202310163389,140.92496141744033
EK202310239480,130.6973937543489
EK202310146467,125.4001463883852
EK202310162597,138.561191305063
EK202310194862,137.21920948963
EK202310152448,144.13965154348966
EK202310245431,152.08816947054123
EK202310206822,156.78784205618683
EK202310166559,161.65425039341488
EK202310221701,154.42132898110793
EK202310231403,134.20596153755363
EK202310156027,131.88491126648512
EK202310135956,145.6034742904284
EK202310183176,126.01121901450264
EK202310206055,160.0416628107298
EK202310167360,141.538829628909
EK202310142701,144.8331840714442
EK202310156629,176.31377561541458
EK202310241352,143.07288355929006
EK202310123587,157.8420787498544
EK202310003639,154.4913053556998
EK202310158269,152.89341889774963
EK202320007090,153.78387671271983
EK202310111707,135.82937662262228
EK202310104096,141.58197257097754
EK202310235404,126.91216209529955
EK202310108783,138.25834171019437
EK202310116298,135.35087748618557
EK202310156281,160.2961437352595
EK202310164483,137.17217232895914
EK202310108212,124.25166019021228
